URL,Locality,Zip code,Type of property,Subtype of property,Price,Type of sale,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace area,Garden,Garden area,Surface of the land,Number of facades,Swimming pool,State of the building
https://immovlan.be/en/detail/residence/for-sale/8930/menen/rbu89790,8930 Menen,8930,House,residence,349000.0,for sale,3.0,136.0,,,,1.0,,1.0,,788.0,4.0,,
https://immovlan.be/en/detail/duplex/for-sale/1070/anderlecht/vbd79209,1070 Anderlecht,1070,Apartment,duplex,406500.0,for sale,2.0,115.0,Super equipped,0.0,,1.0,,1.0,24.0,,2.0,0.0,New
https://immovlan.be/en/detail/residence/for-sale/4101/jemeppe/vbd66235,4101 Jemeppe,4101,House,residence,69000.0,for sale,1.0,80.0,,0.0,,0.0,,1.0,160.0,160.0,,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/7140/morlanwelz-mariemont/vbd83064,7140 Morlanwelz-Mariemont,7140,House,residence,299000.0,for sale,5.0,260.0,,0.0,,0.0,,1.0,,,2.0,,Normal
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbi58328,9300 Aalst,9300,House,residence,446000.0,for sale,4.0,206.0,,,,1.0,,1.0,,161.0,2.0,,New
https://immovlan.be/en/detail/loft/for-sale/1000/brussels/vbd58499,1000 Brussels,1000,Apartment,loft,850000.0,for sale,3.0,315.0,Super equipped,0.0,,1.0,,0.0,,,2.0,0.0,Excellent
https://immovlan.be/en/detail/residence/for-sale/6590/momignies/vbd28372,6590 Momignies,6590,House,residence,125000.0,for sale,5.0,240.0,,,0.0,1.0,,1.0,,,,,Normal
https://immovlan.be/en/detail/residence/for-sale/9660/brakel/vbd81624,9660 Brakel,9660,House,residence,442817.0,for sale,4.0,206.0,,,,,,,,611.0,3.0,,New
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd82944,1180 Ukkel,1180,Apartment,apartment,280000.0,for sale,1.0,87.0,Fully equipped,0.0,,1.0,,0.0,,,3.0,0.0,Normal
https://immovlan.be/en/detail/apartment/for-sale/8620/nieuwpoort/rbv23117,8620 Nieuwpoort,8620,Apartment,apartment,199000.0,for sale,2.0,68.0,,,,0.0,,0.0,,,,,Normal
https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd61565,5002 Saint-Servais,5002,House,residence,259000.0,for sale,4.0,156.0,Partially equipped,0.0,,1.0,,1.0,29.0,129.0,2.0,0.0,Excellent
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/rbu96839,1090 Jette,1090,Apartment,apartment,270000.0,for sale,3.0,104.0,,0.0,,1.0,,0.0,,,2.0,,Normal
https://immovlan.be/en/detail/cottage/for-sale/5550/membre/vwd16605,5550 Membre,5550,Apartment,cottage,250000.0,for sale,6.0,200.0,Not equipped,,,,,1.0,,,4.0,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/3800/sint-truiden/rbu65932,3800 Sint-Truiden,3800,House,residence,170000.0,for sale,3.0,176.0,,,,0.0,,1.0,,286.0,,,
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd43973,1180 Ukkel,1180,Apartment,apartment,595000.0,for sale,2.0,144.0,,,,1.0,,0.0,,,2.0,,
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd46466,6900 Marche-en-Famenne,6900,House,residence,220000.0,for sale,2.0,102.0,Fully equipped,0.0,,1.0,,1.0,81.0,241.0,3.0,0.0,Normal
https://immovlan.be/en/detail/apartment/for-sale/7700/mouscron/vbd90179,7700 Mouscron,7700,Apartment,apartment,69900.0,for sale,1.0,51.0,,0.0,,0.0,,0.0,,,,,
https://immovlan.be/en/detail/residence/for-sale/8470/gistel/rbv27167,8470 Gistel,8470,House,residence,365000.0,for sale,3.0,169.0,Super equipped,,,1.0,,1.0,,357.0,2.0,0.0,New
https://immovlan.be/en/detail/apartment/for-sale/1020/laken/vbd82426,1020 Laken,1020,Apartment,apartment,249000.0,for sale,3.0,106.0,Fully equipped,,,1.0,,0.0,,,2.0,0.0,Normal
https://immovlan.be/en/detail/apartment/for-sale/8300/knokke/rbv31496,8300 Knokke,8300,Apartment,apartment,395000.0,for sale,1.0,50.0,,,,0.0,,1.0,,,,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/6983/ortho/vbd13611,6983 Ortho,6983,House,residence,,for sale,10.0,486.0,,0.0,,0.0,,1.0,2960.0,2960.0,,,To be renovated
https://immovlan.be/en/detail/mixed-building/for-sale/1160/oudergem/vbd58804,1160 Oudergem,1160,House,mixed-building,850000.0,for sale,4.0,214.0,,0.0,,1.0,,1.0,267.0,365.0,2.0,0.0,Normal
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd76121,1140 Evere,1140,Apartment,apartment,310000.0,for sale,2.0,77.0,,0.0,0.0,1.0,,0.0,,,,,Excellent
https://immovlan.be/en/detail/residence/for-sale/5580/rochefort/vbd26273,5580 Rochefort,5580,House,residence,215000.0,for sale,4.0,128.0,Partially equipped,0.0,,1.0,,1.0,,1133.0,4.0,,To renovate
https://immovlan.be/en/detail/residence/for-sale/5500/dinant/vbd64694,5500 Dinant,5500,House,residence,249000.0,for sale,3.0,125.0,Fully equipped,,,1.0,,0.0,,66.0,2.0,0.0,Fully renovated
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd61867,1030 Schaarbeek,1030,Apartment,apartment,575000.0,for sale,5.0,220.0,Super equipped,0.0,,1.0,,1.0,,,2.0,0.0,To renovate
https://immovlan.be/en/detail/residence/for-sale/1480/tubize/vbd39981,1480 Tubize,1480,House,residence,275000.0,for sale,6.0,200.0,Fully equipped,0.0,,1.0,,1.0,400.0,500.0,3.0,,To renovate
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd78069,1050 Elsene,1050,House,residence,895000.0,for sale,6.0,268.0,Fully equipped,0.0,,1.0,,0.0,,140.0,2.0,,Normal
https://immovlan.be/en/detail/residence/for-sale/6850/paliseul/vbd05635,6850 Paliseul,6850,House,residence,150000.0,for sale,2.0,82.0,,0.0,0.0,1.0,,1.0,,,,,Normal
https://immovlan.be/en/detail/residence/for-sale/1330/rixensart/vbd84411,1330 Rixensart,1330,House,residence,385000.0,for sale,7.0,202.0,,0.0,,0.0,,1.0,405.0,571.0,,,
https://immovlan.be/en/detail/apartment/in-public-sale/5032/corroy-le-chateau/vbd82768,5032 Corroy-le-Château,5032,Apartment,apartment,70000.0,in public sale,3.0,123.0,,,,0.0,,0.0,,,3.0,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/3550/heusden/rbv33840,3550 Heusden,3550,House,residence,289000.0,for sale,3.0,156.0,,,,,,1.0,,253.0,3.0,,New
https://immovlan.be/en/detail/penthouse/for-sale/1180/ukkel/vbd85506,1180 Ukkel,1180,Apartment,penthouse,1600000.0,for sale,3.0,199.0,,,0.0,1.0,,0.0,,,3.0,,New
https://immovlan.be/en/detail/studio/for-sale/1731/zellik/rbv00997,1731 Zellik,1731,Apartment,studio,119000.0,for sale,,44.0,Partially equipped,0.0,,0.0,,0.0,,,,,Normal
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbc54601,1070 Anderlecht,1070,Apartment,apartment,199000.0,for sale,2.0,85.0,Super equipped,0.0,,1.0,,0.0,,,2.0,,To be renovated
https://immovlan.be/en/detail/ground-floor/for-sale/1050/elsene/vbd44284,1050 Elsene,1050,Apartment,ground-floor,595000.0,for sale,2.0,106.0,Super equipped,,,1.0,,1.0,,,,0.0,Excellent
https://immovlan.be/en/detail/residence/for-sale/5640/mettet/vbd88966,5640 Mettet,5640,House,residence,320000.0,for sale,2.0,,,0.0,,1.0,,0.0,,172.0,4.0,,
https://immovlan.be/en/detail/apartment/for-sale/2500/lier/rbv24426,2500 Lier,2500,Apartment,apartment,168000.0,for sale,1.0,61.0,,,,1.0,,1.0,,,2.0,,
https://immovlan.be/en/detail/residence/for-sale/4101/jemeppe/vbd87953,4101 Jemeppe,4101,House,residence,189000.0,for sale,4.0,165.0,Fully equipped,0.0,,1.0,,0.0,,96.0,2.0,0.0,Excellent
https://immovlan.be/en/detail/residence/for-sale/6240/farciennes/vbd89177,6240 Farciennes,6240,House,residence,229000.0,for sale,3.0,130.0,,,,1.0,,1.0,,138.0,2.0,,
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd29998,1080 Sint-Jans-Molenbeek,1080,Apartment,apartment,175000.0,for sale,2.0,70.0,,0.0,,1.0,,0.0,,,2.0,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/1755/oetingen/rbv17352,1755 Oetingen,1755,House,residence,394871.0,for sale,3.0,143.0,,,,0.0,,1.0,,309.0,3.0,,New
https://immovlan.be/en/detail/apartment/for-sale/8460/oudenburg/rbs75185,8460 Oudenburg,8460,Apartment,apartment,302000.0,for sale,2.0,122.0,Fully equipped,,,1.0,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/9300/aalst/rbv23878,9300 Aalst,9300,House,residence,799000.0,for sale,5.0,219.0,,0.0,,1.0,,1.0,,624.0,3.0,,Normal
https://immovlan.be/en/detail/cottage/for-sale/9400/denderwindeke/rbv35027,9400 Denderwindeke,9400,Apartment,cottage,349000.0,for sale,3.0,282.0,,,,1.0,,1.0,,38400.0,4.0,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/2860/sint-katelijne-waver/rbv35210,2860 Sint-Katelijne-Waver,2860,House,residence,498000.0,for sale,3.0,217.0,,,,1.0,,1.0,,885.0,3.0,,
https://immovlan.be/en/detail/duplex/for-sale/8670/koksijde/rbv36519,8670 Koksijde,8670,Apartment,duplex,320000.0,for sale,2.0,98.0,,1.0,,,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd87601,1200 Sint-Lambrechts-Woluwe,1200,Apartment,apartment,485000.0,for sale,1.0,80.0,Super equipped,0.0,,1.0,,0.0,,,4.0,0.0,New
https://immovlan.be/en/detail/residence/for-sale/1910/kampenhout/rbv29024,1910 Kampenhout,1910,House,residence,719000.0,for sale,5.0,292.0,,,,1.0,,1.0,1548.0,1548.0,4.0,,
https://immovlan.be/en/detail/duplex/for-sale/4650/herve/vbd91453,4650 Herve,4650,Apartment,duplex,209000.0,for sale,2.0,83.0,,0.0,,1.0,,0.0,,,,0.0,Excellent
https://immovlan.be/en/detail/apartment/for-sale/1030/schaarbeek/vbd48175,1030 Schaarbeek,1030,Apartment,apartment,330000.0,for sale,2.0,112.0,,0.0,,1.0,,0.0,,,,0.0,
https://immovlan.be/en/detail/residence/for-sale/6980/la-roche-en-ardenne/vbd75300,6980 La Roche-en-Ardenne,6980,House,residence,275000.0,for sale,5.0,258.0,,0.0,,1.0,,1.0,,260.0,,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/1120/neder-over-heembeek/vbd46283,1120 Neder-Over-Heembeek,1120,House,residence,775000.0,for sale,4.0,270.0,Super equipped,,,1.0,,1.0,,,3.0,0.0,New
https://immovlan.be/en/detail/residence/for-sale/4000/liege/vbd84368,4000 Liege,4000,House,residence,180000.0,for sale,2.0,5.0,,,,0.0,,1.0,625.0,1175.0,,,To be renovated
https://immovlan.be/en/detail/villa/for-sale/5563/hour/vbd54264,5563 Hour,5563,House,villa,339000.0,for sale,4.0,,,,,1.0,,1.0,,901.0,4.0,,Excellent
https://immovlan.be/en/detail/apartment/for-sale/2150/borsbeek/rbv27959,2150 Borsbeek,2150,Apartment,apartment,225000.0,for sale,1.0,63.0,,0.0,,1.0,,1.0,,,4.0,,New
https://immovlan.be/en/detail/residence/for-sale/1980/zemst/rbv23989,1980 Zemst,1980,House,residence,349000.0,for sale,2.0,140.0,,,,1.0,,1.0,,575.0,3.0,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/4602/cheratte/vbd83016,4602 Cheratte,4602,House,residence,239000.0,for sale,2.0,190.0,Fully equipped,0.0,,1.0,,0.0,,150.0,3.0,0.0,To renovate
https://immovlan.be/en/detail/residence/for-sale/4820/dison/vbd88934,4820 Dison,4820,House,residence,169000.0,for sale,1.0,98.0,Fully equipped,0.0,,1.0,,,,46.0,2.0,0.0,Normal
https://immovlan.be/en/detail/studio/in-public-sale/1060/sint-gillis/vbd78580,1060 Sint-Gillis,1060,Apartment,studio,90000.0,in public sale,,,,,,1.0,,0.0,,,,,
https://immovlan.be/en/detail/residence/for-sale/6040/jumet/vbd60958,6040 Jumet,6040,House,residence,127000.0,for sale,4.0,131.0,Fully equipped,0.0,,1.0,,1.0,302.0,390.0,2.0,0.0,To renovate
https://immovlan.be/en/detail/villa/for-sale/1950/kraainem/vbd90169,1950 Kraainem,1950,House,villa,2350000.0,for sale,5.0,490.0,Super equipped,0.0,,1.0,,1.0,3000.0,3700.0,4.0,1.0,Excellent
https://immovlan.be/en/detail/apartment/for-sale/1150/sint-pieters-woluwe/vbd72835,1150 Sint-Pieters-Woluwe,1150,Apartment,apartment,330000.0,for sale,2.0,82.0,Partially equipped,0.0,,1.0,,0.0,,,2.0,,To be renovated
https://immovlan.be/en/detail/apartment/for-sale/9160/lokeren/rbv31022,9160 Lokeren,9160,Apartment,apartment,275000.0,for sale,2.0,95.0,,,,1.0,,0.0,,,,,Normal
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd91430,1180 Ukkel,1180,House,residence,1670000.0,for sale,4.0,257.0,Super equipped,0.0,,1.0,,1.0,558.0,98.0,3.0,0.0,New
https://immovlan.be/en/detail/villa/for-sale/6870/saint-hubert/vbc93063,6870 Saint-Hubert,6870,House,villa,1950000.0,for sale,4.0,790.0,,,,1.0,,1.0,40730.0,42025.0,4.0,1.0,Excellent
https://immovlan.be/en/detail/apartment/for-sale/2580/beerzel/rbv35196,2580 Beerzel,2580,Apartment,apartment,289000.0,for sale,2.0,81.0,,,,1.0,,1.0,,,,,New
https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbd70843,1400 Nivelles,1400,Apartment,apartment,325000.0,for sale,3.0,133.0,,0.0,,1.0,,,,,3.0,0.0,Excellent
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/rbv29922,1090 Jette,1090,Apartment,apartment,339000.0,for sale,1.0,160.0,,0.0,,1.0,,,,,2.0,,
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd88989,1180 Ukkel,1180,Apartment,apartment,329000.0,for sale,3.0,100.0,,0.0,,1.0,,0.0,,,3.0,0.0,To be renovated
https://immovlan.be/en/detail/master-house/for-sale/4000/liege/vbd21923,4000 Liege,4000,House,master-house,2200000.0,for sale,13.0,837.0,,0.0,,1.0,,1.0,760.0,1241.0,2.0,,Normal
https://immovlan.be/en/detail/apartment/for-sale/8800/roeselare/rbu16093,8800 Roeselare,8800,Apartment,apartment,125000.0,for sale,2.0,82.0,,,,1.0,,0.0,,,,,
https://immovlan.be/en/detail/residence/for-sale/2560/nijlen/vbd89304,2560 Nijlen,2560,House,residence,890853.0,for sale,4.0,374.0,,,,,,,,2070.0,4.0,,New
https://immovlan.be/en/detail/residence/for-sale/9090/melle/rbv26628,9090 Melle,9090,House,residence,295000.0,for sale,2.0,91.0,,,,0.0,,1.0,65.0,136.0,3.0,,Fully renovated
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd26566,1050 Elsene,1050,Apartment,apartment,1500000.0,for sale,4.0,294.0,,,,1.0,,0.0,,,3.0,,
https://immovlan.be/en/detail/apartment/for-sale/1070/anderlecht/vbd75071,1070 Anderlecht,1070,Apartment,apartment,570000.0,for sale,2.0,115.0,Super equipped,0.0,,1.0,,0.0,,,4.0,0.0,Excellent
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/vbd87204,8500 Kortrijk,8500,House,residence,159000.0,for sale,3.0,103.0,Fully equipped,0.0,,1.0,,1.0,40.0,105.0,2.0,0.0,Normal
https://immovlan.be/en/detail/residence/in-public-sale/1160/oudergem/vbd88753,1160 Oudergem,1160,House,residence,343000.0,in public sale,3.0,,,,,0.0,,1.0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1000/brussels/vbd84899,1000 Brussels,1000,Apartment,apartment,725000.0,for sale,2.0,114.0,,,0.0,1.0,,1.0,,,2.0,,New
https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbd86989,1410 Waterloo,1410,Apartment,apartment,275000.0,for sale,1.0,55.0,Partially equipped,0.0,,1.0,,0.0,,,2.0,,Normal
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/rbm61605,1090 Jette,1090,Apartment,apartment,355500.0,for sale,2.0,99.0,Super equipped,0.0,,1.0,,0.0,,,4.0,,Normal
https://immovlan.be/en/detail/ground-floor/for-sale/1150/sint-pieters-woluwe/vbd55018,1150 Sint-Pieters-Woluwe,1150,Apartment,ground-floor,350000.0,for sale,1.0,66.0,Super equipped,0.0,,1.0,,1.0,30.0,,2.0,,Normal
https://immovlan.be/en/detail/residence/for-sale/4537/verlaine/vbd86841,4537 Verlaine,4537,House,residence,379000.0,for sale,3.0,139.0,,0.0,,1.0,,1.0,,704.0,4.0,,New
https://immovlan.be/en/detail/villa/for-sale/8587/helkijn/rbv31031,8587 Helkijn,8587,House,villa,395000.0,for sale,4.0,160.0,Super equipped,0.0,,1.0,,1.0,354.0,454.0,4.0,0.0,Normal
https://immovlan.be/en/detail/residence/for-sale/4800/ensival/vbd91502,4800 Ensival,4800,House,residence,415000.0,for sale,3.0,160.0,,,,1.0,,1.0,,787.0,3.0,,Normal
https://immovlan.be/en/detail/villa/for-sale/6110/montigny-le-tilleul/vbd87336,6110 Montigny-le-Tilleul,6110,House,villa,390000.0,for sale,2.0,100.0,,0.0,,1.0,,1.0,,1385.0,4.0,,
https://immovlan.be/en/detail/residence/for-sale/1350/jauche/vbd51012,1350 Jauche,1350,House,residence,345000.0,for sale,3.0,150.0,,0.0,,1.0,,1.0,,535.0,3.0,,
https://immovlan.be/en/detail/ground-floor/for-sale/1080/sint-jans-molenbeek/vbd86914,1080 Sint-Jans-Molenbeek,1080,Apartment,ground-floor,170000.0,for sale,1.0,59.0,,0.0,,0.0,,0.0,,,2.0,0.0,To be renovated
https://immovlan.be/en/detail/apartment/for-sale/8660/de-panne/rbv24375,8660 De Panne,8660,Apartment,apartment,399500.0,for sale,2.0,80.0,,,,1.0,,1.0,,,2.0,,New
https://immovlan.be/en/detail/apartment/for-sale/9800/deinze/rbv30475,9800 Deinze,9800,Apartment,apartment,391240.0,for sale,2.0,103.0,Super equipped,0.0,,1.0,,1.0,,,2.0,0.0,New
https://immovlan.be/en/detail/residence/for-sale/2390/malle/rbv28571,2390 Malle,2390,House,residence,489900.0,for sale,5.0,300.0,,0.0,,1.0,,0.0,,335.0,3.0,,Normal
https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbv07555,3650 Dilsen-Stokkem,3650,House,residence,439000.0,for sale,3.0,187.0,,0.0,,0.0,,1.0,,1561.0,4.0,,Normal
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd68631,1180 Ukkel,1180,Apartment,apartment,315000.0,for sale,2.0,87.0,,0.0,,1.0,,0.0,,,2.0,0.0,To renovate
https://immovlan.be/en/detail/residence/for-sale/3530/houthalen-helchteren/rbu78602,3530 Houthalen-Helchteren,3530,House,residence,499000.0,for sale,3.0,176.0,,0.0,,1.0,,1.0,,374.0,3.0,,New
https://immovlan.be/en/detail/apartment/for-sale/6800/libramont/vwd16513,6800 Libramont,6800,Apartment,apartment,245000.0,for sale,3.0,90.0,Fully equipped,,,,,1.0,,,,,Excellent
https://immovlan.be/en/detail/apartment/in-public-sale/1040/etterbeek/vbd82442,1040 Etterbeek,1040,Apartment,apartment,199000.0,in public sale,2.0,,,,,1.0,,0.0,,,,,
https://immovlan.be/en/detail/residence/for-sale/8501/bissegem/rbv27670,8501 Bissegem,8501,House,residence,397000.0,for sale,3.0,,,,,0.0,,1.0,,,,,New
https://immovlan.be/en/detail/residence/for-sale/5650/walcourt/vbd62688,5650 Walcourt,5650,House,residence,395000.0,for sale,12.0,403.0,,0.0,,1.0,,1.0,1945.0,2143.0,4.0,,To be renovated
https://immovlan.be/en/detail/residence/for-sale/1030/schaarbeek/vbd91732,1030 Schaarbeek,1030,House,residence,455000.0,for sale,5.0,205.0,,,,1.0,,,,100.0,,,To renovate
https://immovlan.be/en/detail/residence/for-sale/5660/presgaux/vbd83220,5660 Presgaux,5660,House,residence,265000.0,for sale,3.0,,,,0.0,1.0,,1.0,,,,,Normal
https://immovlan.be/en/detail/apartment/for-sale/3020/herent/rbv27815,3020 Herent,3020,Apartment,apartment,,for sale,1.0,70.0,,0.0,,1.0,,1.0,,,4.0,,New
https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbd19997,1300 Wavre,1300,House,residence,559000.0,for sale,4.0,195.0,,0.0,,1.0,,1.0,,,3.0,,Normal
https://immovlan.be/en/detail/residence/for-sale/8760/meulebeke/rbv34328,8760 Meulebeke,8760,House,residence,343613.0,for sale,3.0,131.0,,,,0.0,,1.0,,349.0,3.0,,
https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbv26013,3800 Sint-Truiden,3800,Apartment,apartment,219000.0,for sale,2.0,121.0,,,,0.0,,0.0,,,,,
https://immovlan.be/en/detail/apartment/for-sale/4430/ans/vbd91670,4430 Ans,4430,Apartment,apartment,149000.0,for sale,2.0,84.0,Fully equipped,0.0,,1.0,,0.0,,,3.0,0.0,Fully renovated
https://immovlan.be/en/detail/apartment/for-sale/1040/etterbeek/vbd79433,1040 Etterbeek,1040,Apartment,apartment,695000.0,for sale,2.0,186.0,Super equipped,,,1.0,,0.0,,,2.0,0.0,Normal
https://immovlan.be/en/detail/studio/for-sale/3000/leuven/rbv35573,3000 Leuven,3000,Apartment,studio,285000.0,for sale,1.0,27.0,,1.0,,1.0,,0.0,,,2.0,0.0,Excellent
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd02839,1190 Vorst,1190,Apartment,apartment,227000.0,for sale,2.0,103.0,,,,0.0,,0.0,,,2.0,,
https://immovlan.be/en/detail/villa/for-sale/4960/malmedy/vbd25162,4960 Malmedy,4960,House,villa,649000.0,for sale,5.0,200.0,Fully equipped,0.0,,1.0,,1.0,1385.0,1640.0,4.0,0.0,Normal
https://immovlan.be/en/detail/residence/for-sale/3078/everberg/rbu51258,3078 Everberg,3078,House,residence,400000.0,for sale,3.0,150.0,Fully equipped,0.0,,1.0,,1.0,600.0,705.0,4.0,,Normal
https://immovlan.be/en/detail/apartment/for-sale/1340/ottignies/vbd52427,1340 Ottignies,1340,Apartment,apartment,360000.0,for sale,2.0,95.0,,0.0,,1.0,,0.0,,,,,
https://immovlan.be/en/detail/residence/for-sale/3890/gingelom/rbv27282,3890 Gingelom,3890,House,residence,365000.0,for sale,2.0,188.0,,,,1.0,,1.0,,1140.0,3.0,,
https://immovlan.be/en/detail/penthouse/for-sale/1000/brussels/vbd89485,1000 Brussels,1000,Apartment,penthouse,549000.0,for sale,3.0,115.0,Super equipped,,,1.0,,,,,3.0,0.0,Excellent
https://immovlan.be/en/detail/residence/for-sale/1070/anderlecht/vbc46254,1070 Anderlecht,1070,House,residence,739000.0,for sale,5.0,240.0,,,,1.0,,1.0,700.0,1400.0,4.0,,
https://immovlan.be/en/detail/residence/for-sale/7750/amougies/vbd91679,7750 Amougies,7750,House,residence,245000.0,for sale,2.0,125.0,,0.0,,0.0,,0.0,,467.0,,,
https://immovlan.be/en/detail/residence/for-sale/9890/gavere/rbv30484,9890 Gavere,9890,House,residence,185000.0,for sale,2.0,113.0,Partially equipped,0.0,,1.0,,1.0,114.0,265.0,2.0,0.0,To renovate
https://immovlan.be/en/detail/apartment/for-sale/1090/jette/vbd90570,1090 Jette,1090,Apartment,apartment,295000.0,for sale,3.0,102.0,,,,1.0,,0.0,,,3.0,,
https://immovlan.be/en/detail/residence/in-public-sale/6220/lambusart/vbd80804,6220 Lambusart,6220,House,residence,95000.0,in public sale,4.0,,,,,0.0,,1.0,,790.0,3.0,,To be renovated
https://immovlan.be/en/detail/duplex/for-sale/1030/schaarbeek/vbd86115,1030 Schaarbeek,1030,Apartment,duplex,295000.0,for sale,2.0,110.0,Super equipped,0.0,,1.0,,1.0,,,2.0,0.0,Normal
https://immovlan.be/en/detail/residence/for-sale/9200/dendermonde/rbu90234,9200 Dendermonde,9200,House,residence,270000.0,for sale,3.0,132.0,,,,0.0,,0.0,,69.0,,,Fully renovated
https://immovlan.be/en/detail/residence/for-sale/4190/ferrieres/vbd55189,4190 Ferrières,4190,House,residence,549000.0,for sale,6.0,301.0,,0.0,,1.0,,1.0,870.0,4930.0,4.0,,
